rainfall_mm,aqi,traffic_disruption,temperature_c,flood_history_score,visibility_km,humidity_pct,wind_speed_kmh,month,risk_level
8.0,46,0.258,30.2,3,6.1,45.2,7.4,4,MEDIUM
47.5,288,0.418,22.6,0,7.6,53.8,1.8,9,LOW
11.7,283,0.187,41.1,2,3.5,76.1,4.8,6,MEDIUM
13.9,44,0.443,44.4,0,5.5,38.2,14.3,2,LOW
3.7,154,0.224,33.7,1,5.3,96.2,15.2,5,LOW
14.7,35,0.436,28.1,1,7.2,67.3,4.1,11,LOW
12.7,277,0.059,39.5,2,5.4,63.9,7.8,4,MEDIUM
3.1,110,0.269,36.7,2,3.7,55.4,2.3,2,MEDIUM
0.9,192,0.186,28.4,1,2.8,47.2,2.9,2,LOW
13.9,30,0.274,41.2,2,2.9,63.8,1.6,6,MEDIUM
21.6,155,0.448,28.6,2,9.8,64.0,5.8,6,MEDIUM
11.1,89,0.248,21.7,0,3.9,33.9,12.7,9,LOW
3.9,178,0.339,31.5,2,8.2,89.3,21.1,11,MEDIUM
16.5,187,0.18,40.7,1,1.2,87.5,7.9,9,LOW
1.3,95,0.302,32.8,2,1.4,61.3,10.6,10,MEDIUM
8.7,56,0.293,22.6,0,7.0,53.6,3.1,6,LOW
2.7,168,0.22,28.8,0,4.8,64.9,2.3,1,LOW
3.1,86,0.458,41.6,2,8.9,45.5,5.0,3,LOW
3.4,45,0.109,34.2,0,8.7,30.1,8.2,2,LOW
7.3,43,0.278,31.8,1,7.7,54.8,0.3,7,LOW
0.8,30,0.47,31.0,1,8.2,31.3,1.0,1,LOW
7.6,60,0.428,40.6,1,8.8,32.8,10.0,4,LOW
10.8,217,0.17,40.1,1,7.9,32.1,2.2,1,LOW
9.9,104,0.083,20.8,1,5.5,91.6,6.0,12,LOW
7.2,59,0.731,39.5,0,3.0,40.1,27.6,3,LOW
27.4,171,0.535,36.1,0,8.0,47.8,19.8,4,LOW
2.4,46,0.288,44.7,2,3.5,64.3,0.7,6,LOW
10.6,97,0.515,31.4,2,2.8,67.1,0.6,11,LOW
1.0,78,0.207,41.1,0,2.1,38.5,1.6,1,LOW
1.1,168,0.296,35.8,2,6.5,93.7,1.2,1,MEDIUM
12.8,30,0.422,23.1,0,2.8,46.2,2.9,12,LOW
12.5,46,0.35,40.2,0,4.1,96.0,4.7,6,LOW
31.6,30,0.187,38.5,1,7.2,48.0,0.9,9,LOW
12.2,73,0.708,26.8,1,8.0,30.2,6.2,6,MEDIUM
48.2,237,0.183,34.3,0,3.5,98.0,7.5,2,LOW
0.7,60,0.619,48.9,2,8.5,63.9,10.8,2,HIGH
1.5,60,0.444,28.1,3,1.1,91.5,5.2,2,LOW
0.7,181,0.341,37.8,3,9.9,81.4,3.5,5,LOW
3.1,212,0.357,23.2,0,4.5,42.5,10.3,1,LOW
11.7,84,0.43,27.4,3,3.6,89.2,24.2,5,MEDIUM
15.6,156,0.285,38.5,1,9.3,33.6,5.0,8,LOW
0.7,38,0.24,34.1,2,1.8,65.5,3.5,9,LOW
43.8,271,0.339,30.4,3,3.9,47.8,12.6,7,MEDIUM
27.7,500,0.575,45.6,1,3.9,55.3,21.0,11,MEDIUM
5.3,137,0.169,24.6,1,4.5,83.0,32.1,2,LOW
1.2,30,0.376,30.8,1,8.6,77.8,2.5,12,LOW
2.8,58,0.201,35.9,1,8.6,60.8,3.6,5,LOW
2.0,147,0.224,25.0,3,6.1,33.2,23.6,4,MEDIUM
2.0,64,0.755,36.1,2,9.9,32.8,3.1,11,MEDIUM
11.0,249,0.532,40.6,1,8.5,79.2,4.2,3,LOW
4.2,144,0.081,31.1,0,7.0,96.4,10.2,7,LOW
6.7,51,0.392,26.5,0,2.4,89.3,8.4,2,LOW
68.4,92,0.082,29.5,0,5.7,38.6,21.0,4,MEDIUM
17.3,44,0.445,15.0,0,2.5,38.5,9.5,11,LOW
44.6,78,0.061,40.0,2,3.4,72.7,6.7,8,MEDIUM
2.3,58,0.048,34.1,2,7.0,76.0,0.8,2,LOW
7.2,230,0.366,30.6,0,2.3,73.2,36.9,5,LOW
12.1,489,0.15,18.7,2,1.4,92.0,5.5,6,MEDIUM
1.2,30,0.562,40.9,2,5.5,46.2,8.5,7,MEDIUM
0.1,30,0.203,28.5,1,0.5,42.1,7.0,8,LOW
16.6,74,0.378,36.5,1,6.3,94.0,13.4,12,LOW
15.4,30,0.34,31.9,2,9.1,80.6,10.4,2,LOW
7.9,93,0.128,19.1,1,2.3,79.8,4.2,7,LOW
10.1,164,0.489,42.1,1,4.1,53.5,7.3,10,LOW
8.1,297,0.225,40.6,0,9.2,74.0,17.5,10,LOW
0.4,106,0.335,38.1,0,7.2,80.9,10.0,9,LOW
6.1,77,0.271,34.5,3,1.8,72.0,30.9,11,MEDIUM
2.9,30,0.555,22.4,0,4.1,81.5,14.0,8,LOW
1.6,92,0.611,39.0,1,7.7,71.3,6.6,2,MEDIUM
47.1,95,0.109,49.6,3,6.8,98.7,16.5,9,MEDIUM
13.7,150,0.166,32.9,2,2.0,64.4,5.8,7,LOW
19.6,51,0.127,33.1,0,1.1,30.9,2.4,9,LOW
5.7,64,0.066,23.2,2,7.0,41.4,9.9,6,LOW
7.5,30,0.161,15.4,2,6.3,97.5,4.4,8,MEDIUM
4.1,30,0.086,29.1,0,1.1,62.9,0.3,3,LOW
1.5,37,0.39,43.9,1,9.8,38.4,2.4,7,LOW
3.0,30,0.029,42.8,2,2.9,40.9,1.8,5,MEDIUM
24.0,118,0.14,31.5,0,4.2,32.0,15.8,11,LOW
17.0,59,0.29,35.4,2,2.2,45.8,13.0,5,LOW
11.9,59,0.336,22.3,0,8.4,99.1,9.5,7,LOW
9.7,41,0.262,32.9,1,9.6,53.0,27.2,1,LOW
38.3,30,0.178,27.8,0,2.5,47.5,2.0,2,LOW
1.1,301,0.261,32.4,2,3.2,76.7,1.8,10,MEDIUM
4.9,40,0.231,29.8,0,7.2,77.2,24.0,11,LOW
6.5,65,0.434,29.7,0,5.5,97.7,10.4,10,LOW
22.9,30,0.198,40.0,0,1.5,81.1,8.2,5,LOW
73.4,196,0.274,47.7,2,9.3,37.7,13.5,6,HIGH
4.1,101,0.288,30.6,0,6.3,99.0,3.3,12,LOW
31.1,46,0.109,43.3,2,3.4,82.5,9.0,6,MEDIUM
26.6,66,0.267,22.1,2,5.2,48.1,5.6,6,LOW
3.8,345,0.415,31.3,0,5.3,48.3,3.7,12,MEDIUM
7.6,85,0.208,21.6,1,5.5,97.2,20.9,7,LOW
7.9,78,0.211,29.5,1,5.2,43.5,1.8,2,LOW
57.4,42,0.046,37.7,1,5.8,45.9,0.2,11,LOW
3.0,30,0.159,40.9,3,4.2,55.1,4.4,9,MEDIUM
24.1,79,0.493,25.8,0,1.9,77.6,2.2,12,LOW
6.1,117,0.132,35.7,2,6.8,60.1,16.7,3,LOW
19.7,217,0.278,41.8,2,8.0,51.8,1.4,9,LOW
8.2,30,0.198,40.7,0,8.5,48.7,27.7,8,LOW
13.0,37,0.106,34.1,1,0.7,38.8,1.8,1,LOW
26.8,57,0.038,27.3,2,4.3,68.2,22.0,7,LOW
24.5,90,0.311,26.5,1,9.8,49.1,1.8,11,LOW
30.2,80,0.229,25.3,1,1.1,53.2,0.5,6,LOW
0.9,82,0.18,31.7,0,8.0,30.5,6.7,9,LOW
17.7,125,0.22,25.4,1,1.7,67.2,4.4,4,LOW
2.3,44,0.013,37.4,0,8.3,78.7,9.1,2,LOW
8.1,190,0.284,33.8,1,6.9,94.9,10.2,5,LOW
11.9,127,0.148,33.5,2,7.4,43.8,27.2,12,LOW
7.7,70,0.559,17.3,0,9.8,94.4,30.5,12,LOW
11.0,324,0.284,32.2,1,9.4,55.3,6.8,5,MEDIUM
84.9,313,0.175,28.3,1,3.4,86.2,2.3,2,MEDIUM
2.2,190,0.131,49.3,0,4.1,92.8,2.8,2,MEDIUM
16.9,30,0.419,21.8,1,4.4,97.3,1.1,8,LOW
7.6,318,0.692,30.4,0,2.2,52.8,3.3,9,MEDIUM
2.1,170,0.507,35.1,1,4.1,48.2,24.2,1,LOW
2.6,448,0.228,24.2,1,9.8,60.8,4.5,6,MEDIUM
44.7,242,0.233,47.4,1,5.2,68.8,9.9,6,MEDIUM
31.8,318,0.302,47.6,0,9.5,78.3,39.8,7,MEDIUM
35.6,182,0.147,25.1,0,1.2,78.4,1.1,6,LOW
71.6,265,0.343,27.3,1,0.9,38.2,14.9,1,MEDIUM
3.5,444,0.064,49.2,0,6.0,72.8,12.0,6,HIGH
6.6,107,0.669,43.2,0,7.5,41.8,17.1,4,LOW
16.6,30,0.224,29.0,2,2.6,79.8,1.5,1,MEDIUM
9.9,70,0.369,35.5,0,5.3,98.4,7.0,10,LOW
8.1,123,0.124,20.9,1,8.8,84.0,10.0,6,LOW
6.6,96,0.482,49.6,1,7.7,78.6,14.3,3,MEDIUM
13.5,33,0.148,32.6,0,2.7,35.4,12.5,4,LOW
12.9,30,0.07,36.7,0,3.7,42.9,8.5,8,LOW
2.6,50,0.387,24.5,1,3.4,54.9,6.3,8,LOW
9.6,172,0.751,22.9,0,7.3,95.3,28.4,12,MEDIUM
12.1,319,0.301,35.6,0,9.7,53.2,2.0,3,MEDIUM
12.7,187,0.053,47.3,0,3.2,87.0,2.3,12,MEDIUM
3.5,210,0.243,27.7,0,6.1,37.3,1.2,11,LOW
20.3,84,0.368,24.2,3,9.9,76.3,1.2,4,MEDIUM
0.4,30,0.177,34.4,0,2.0,84.5,20.7,3,LOW
6.6,63,0.498,45.1,1,6.8,68.0,9.3,8,MEDIUM
22.7,73,0.669,26.9,1,3.7,83.7,27.3,3,MEDIUM
12.4,60,0.273,30.0,1,9.9,80.7,21.8,10,LOW
4.5,94,0.203,38.7,1,1.5,63.4,3.6,3,LOW
17.8,128,0.252,39.6,2,4.8,90.6,10.3,6,MEDIUM
12.6,178,0.343,29.7,2,2.9,53.9,4.8,3,MEDIUM
23.9,72,0.196,40.8,0,0.8,59.8,20.9,5,LOW
19.9,30,0.304,36.2,0,9.7,67.8,13.3,4,LOW
14.1,61,0.01,32.1,3,5.9,39.1,1.3,12,MEDIUM
10.0,93,0.174,39.2,2,7.2,66.1,2.9,1,MEDIUM
2.1,239,0.3,38.1,0,6.4,52.7,10.7,11,LOW
4.5,57,0.158,23.6,2,1.9,48.0,2.8,11,MEDIUM
8.1,136,0.255,43.9,1,2.1,70.4,7.6,7,LOW
13.7,114,0.31,34.8,1,6.5,53.1,2.8,12,LOW
10.8,93,0.103,43.0,2,7.9,89.9,11.5,6,LOW
5.1,190,0.159,32.4,1,6.3,58.7,0.8,1,LOW
0.1,53,0.609,34.0,2,5.9,58.9,12.8,10,MEDIUM
10.3,57,0.149,35.2,1,7.6,98.7,4.1,11,LOW
5.0,89,0.123,36.4,2,2.8,53.9,6.0,4,MEDIUM
19.9,54,0.468,44.2,0,7.5,39.2,6.6,9,LOW
0.4,135,0.369,35.7,2,4.4,91.4,2.2,7,MEDIUM
13.2,51,0.428,31.8,1,6.9,94.2,28.5,3,LOW
42.6,108,0.432,40.1,1,3.1,45.9,0.0,7,LOW
2.9,83,0.409,35.4,2,1.8,91.7,4.7,1,LOW
9.6,107,0.567,50.0,0,0.8,64.6,1.4,5,MEDIUM
1.4,62,0.37,34.3,3,8.1,33.0,4.5,1,LOW
14.7,69,0.449,41.9,1,2.4,68.4,1.1,4,LOW
12.0,97,0.464,39.1,1,4.0,89.4,4.8,2,LOW
7.8,106,0.041,15.6,1,7.8,57.8,2.2,10,LOW
11.1,90,0.277,26.1,1,4.8,68.6,8.1,2,LOW
34.0,352,0.228,28.5,2,2.6,39.8,0.1,6,MEDIUM
3.3,41,0.09,20.0,2,2.4,89.0,7.1,8,LOW
0.3,86,0.377,28.8,2,4.4,37.5,3.3,9,LOW
29.7,30,0.252,21.0,0,5.9,36.6,3.9,6,LOW
12.9,121,0.263,23.1,1,4.2,95.3,4.4,3,LOW
33.2,37,0.279,33.9,2,9.1,91.1,10.6,3,MEDIUM
13.6,72,0.308,47.4,2,0.5,70.2,14.2,3,MEDIUM
24.9,67,0.263,21.1,2,4.3,37.4,4.0,3,LOW
8.4,113,0.161,22.3,2,7.6,68.2,25.9,12,MEDIUM
20.8,58,0.09,27.7,2,9.0,94.4,13.7,9,MEDIUM
36.6,56,0.361,30.8,2,3.9,72.9,5.2,4,MEDIUM
12.7,284,0.184,19.7,2,6.9,43.9,1.0,7,LOW
3.0,113,0.089,26.4,2,6.0,93.4,8.2,2,MEDIUM
4.7,57,0.023,25.7,0,2.4,90.6,9.5,7,LOW
3.3,74,0.245,34.5,2,7.0,68.3,1.5,7,MEDIUM
4.3,336,0.502,35.4,3,2.9,89.7,19.1,4,MEDIUM
5.5,75,0.222,30.8,0,7.9,33.9,4.8,4,LOW
12.1,52,0.373,29.0,0,8.7,62.3,1.7,12,LOW
13.3,52,0.067,26.3,0,5.0,42.5,7.4,5,LOW
8.3,58,0.177,32.4,0,1.0,88.6,5.5,1,LOW
14.3,56,0.242,24.2,3,7.5,98.0,10.3,6,MEDIUM
1.3,32,0.194,44.4,0,4.9,95.1,1.9,7,LOW
1.4,37,0.252,20.0,2,1.4,65.2,0.2,11,LOW
2.8,46,0.396,26.7,2,3.6,65.8,6.5,4,MEDIUM
10.9,144,0.281,38.9,2,3.3,93.6,1.7,8,MEDIUM
3.6,66,0.105,28.8,1,7.4,80.5,1.7,7,LOW
5.0,76,0.133,37.4,1,4.5,35.2,11.3,10,LOW
7.7,249,0.133,45.7,0,6.1,39.0,3.0,1,MEDIUM
25.1,254,0.458,38.7,0,5.3,96.6,18.3,9,LOW
0.2,72,0.305,22.4,0,7.4,55.6,7.2,12,LOW
15.7,54,0.2,22.8,0,7.3,43.1,9.4,9,LOW
16.6,45,0.134,30.5,1,4.8,81.5,3.9,1,LOW
24.0,157,0.264,35.5,0,1.8,91.6,2.5,8,LOW
40.5,76,0.196,41.6,1,4.4,44.5,1.7,1,LOW
0.3,66,0.239,25.7,2,2.0,47.6,12.3,8,MEDIUM
2.5,47,0.347,28.1,1,9.6,93.0,11.7,1,LOW
32.6,49,0.405,30.0,1,9.5,30.9,6.8,10,LOW
9.2,116,0.326,29.8,2,4.8,93.6,15.2,10,MEDIUM
12.5,31,0.425,44.0,0,0.8,32.7,16.2,2,LOW
16.3,200,0.07,31.2,2,4.1,36.7,5.8,3,MEDIUM
17.0,59,0.309,33.2,0,9.0,90.4,10.5,10,LOW
40.3,80,0.442,39.3,0,3.2,47.4,24.3,11,LOW
86.9,31,0.209,44.7,0,6.4,45.7,0.8,4,MEDIUM
19.1,89,0.041,31.7,0,2.2,89.1,0.1,1,LOW
5.1,69,0.201,42.1,0,8.3,68.0,6.4,8,LOW
31.8,86,0.393,46.6,3,9.0,54.5,4.0,7,MEDIUM
0.8,292,0.465,31.1,1,6.3,80.0,0.9,2,LOW
3.9,104,0.155,27.5,1,6.4,86.7,1.6,12,LOW
34.2,48,0.181,49.5,2,4.1,90.4,3.0,9,MEDIUM
4.4,51,0.4,41.0,2,7.2,38.4,1.0,4,MEDIUM
3.7,145,0.168,32.1,0,5.0,70.8,3.8,6,LOW
2.2,254,0.338,37.2,2,7.6,77.5,1.4,9,MEDIUM
29.4,113,0.159,23.6,3,9.7,38.2,9.8,1,LOW
10.4,156,0.129,40.9,1,8.3,72.7,11.9,3,LOW
16.9,147,0.154,17.6,1,5.4,32.2,14.9,6,LOW
4.1,280,0.094,40.6,2,9.8,53.9,20.4,7,MEDIUM
21.3,30,0.363,26.2,1,6.3,42.0,0.0,9,LOW
21.4,154,0.03,18.8,3,1.1,69.3,1.9,4,LOW
5.6,198,0.155,16.0,0,7.4,43.4,16.9,7,LOW
7.9,31,0.317,28.2,2,8.3,85.2,0.3,7,LOW
3.5,44,0.379,37.7,1,1.8,38.5,10.9,8,LOW
56.3,46,0.438,20.9,0,7.0,83.0,2.0,5,LOW
15.6,50,0.124,22.1,2,9.2,36.9,7.1,10,MEDIUM
40.9,61,0.474,28.0,3,2.9,61.0,32.8,10,MEDIUM
5.4,109,0.388,38.5,0,6.1,78.9,10.5,12,LOW
22.8,180,0.401,39.5,3,3.1,41.3,4.6,2,MEDIUM
21.8,214,0.685,33.1,0,7.9,82.7,11.7,3,MEDIUM
17.6,46,0.282,39.9,0,6.0,96.7,0.1,1,LOW
50.6,46,0.33,37.5,0,4.6,56.1,30.1,7,LOW
7.5,258,0.361,28.7,3,0.8,30.0,4.2,7,MEDIUM
2.1,151,0.165,39.3,2,9.5,63.4,39.2,1,LOW
16.7,96,0.677,21.7,0,5.2,93.2,11.3,10,MEDIUM
19.6,131,0.22,35.9,1,8.1,76.6,3.4,8,LOW
12.8,88,0.344,22.7,0,4.2,79.2,9.6,4,LOW
3.5,137,0.153,33.1,2,8.6,85.5,4.8,8,LOW
10.5,69,0.044,41.7,1,2.0,93.6,10.3,9,LOW
5.6,112,0.378,33.7,0,2.7,38.7,15.6,1,LOW
8.4,30,0.331,31.9,2,3.7,71.3,6.4,8,LOW
15.5,52,0.073,33.8,1,1.3,92.3,2.5,2,LOW
20.5,52,0.224,37.3,2,4.7,84.3,39.9,4,MEDIUM
4.0,67,0.078,49.1,1,5.1,47.4,5.3,11,MEDIUM
7.8,43,0.168,37.2,1,1.6,91.2,1.9,4,LOW
4.7,59,0.258,28.0,1,4.6,50.6,13.4,2,LOW
3.3,30,0.091,30.3,0,2.4,58.8,10.7,12,LOW
22.9,140,0.111,24.8,0,8.8,43.0,17.0,1,LOW
36.0,84,0.36,22.1,2,5.3,92.0,0.0,12,MEDIUM
6.9,30,0.239,15.0,2,9.5,36.5,4.3,2,MEDIUM
20.9,46,0.557,28.3,2,3.7,99.6,3.8,4,MEDIUM
34.1,118,0.418,20.8,1,3.7,53.0,25.7,2,LOW
28.1,58,0.192,32.8,3,3.7,79.8,4.3,7,MEDIUM
3.0,52,0.729,27.9,1,3.0,39.0,7.5,1,LOW
47.0,85,0.552,23.3,1,8.0,64.2,0.0,4,LOW
7.1,118,0.293,15.2,0,3.2,32.8,16.5,8,LOW
6.2,30,0.13,29.2,2,3.2,91.5,1.2,8,LOW
1.0,140,0.395,18.0,1,0.9,61.3,21.4,1,LOW
10.0,47,0.402,37.6,1,9.7,82.0,13.3,5,LOW
1.7,89,0.21,34.0,0,8.9,92.6,8.1,9,LOW
4.3,88,0.291,30.2,0,3.3,34.8,13.8,5,LOW
5.7,59,0.238,43.6,0,5.4,65.8,15.7,11,LOW
24.8,40,0.485,32.1,0,5.1,43.3,13.9,5,LOW
31.3,72,0.434,35.1,0,1.3,34.8,10.8,6,LOW
5.4,330,0.257,37.5,2,5.5,73.5,21.3,8,MEDIUM
29.4,30,0.409,27.9,2,1.6,38.0,5.5,7,MEDIUM
29.2,349,0.202,27.9,2,4.6,64.4,8.4,7,MEDIUM
21.7,73,0.159,32.3,1,1.3,43.8,34.9,7,LOW
2.4,93,0.246,21.2,1,6.1,43.8,4.7,1,LOW
17.6,38,0.572,46.3,2,1.0,66.6,13.9,2,MEDIUM
43.5,49,0.105,33.3,1,6.5,68.9,5.0,5,LOW
17.2,60,0.305,30.4,0,7.2,30.2,6.4,5,LOW
6.0,39,0.192,48.7,1,5.9,65.1,4.1,10,MEDIUM
10.4,76,0.389,23.2,1,5.0,76.9,1.7,4,LOW
15.6,65,0.029,44.3,1,1.1,77.5,35.8,8,LOW
10.7,396,0.148,38.5,0,0.6,89.5,5.9,8,MEDIUM
1.9,35,0.271,40.9,2,3.8,92.7,3.3,12,MEDIUM
5.6,98,0.039,30.6,2,7.8,73.6,10.4,8,MEDIUM
24.3,110,0.685,32.4,0,6.6,63.7,1.2,9,LOW
29.6,38,0.5,29.3,1,1.7,44.3,7.8,11,LOW
2.2,156,0.167,40.0,2,7.0,38.9,8.5,7,LOW
45.7,65,0.123,35.1,0,6.0,72.6,2.2,12,LOW
6.0,30,0.057,27.5,0,2.1,96.3,32.1,12,LOW
16.3,153,0.238,27.9,1,7.7,49.5,9.0,7,LOW
20.9,37,0.367,31.9,2,8.4,37.0,2.5,8,MEDIUM
25.1,39,0.164,29.3,2,2.7,59.7,17.9,4,LOW
43.7,156,0.052,43.5,0,6.5,30.0,3.7,12,LOW
5.6,68,0.273,38.5,1,4.1,68.8,13.1,8,LOW
29.3,188,0.156,38.4,0,1.1,33.5,9.9,2,LOW
2.1,237,0.229,33.9,1,8.7,95.2,1.7,4,LOW
18.3,54,0.222,25.4,1,8.3,90.9,1.0,11,LOW
20.3,170,0.226,37.6,1,3.5,38.0,9.4,10,LOW
17.0,49,0.486,15.2,0,5.5,40.3,11.0,11,LOW
4.4,500,0.495,33.4,0,5.4,96.7,1.4,11,MEDIUM
31.0,52,0.545,25.5,0,2.2,86.9,1.9,1,LOW
2.8,205,0.261,24.9,2,1.9,95.9,0.5,5,LOW
0.8,177,0.06,28.3,0,8.5,53.4,1.4,11,LOW
19.0,116,0.308,31.3,0,8.7,37.8,8.9,7,LOW
9.7,53,0.478,31.8,3,7.4,73.1,2.2,12,MEDIUM
28.4,80,0.36,38.3,0,1.2,97.7,3.4,4,LOW
7.3,30,0.31,30.6,0,9.1,39.1,8.1,2,LOW
2.8,108,0.47,31.2,0,9.8,87.3,5.3,4,LOW
27.2,119,0.446,20.8,0,7.9,55.2,18.7,12,LOW
11.9,100,0.457,21.9,1,3.9,38.1,8.5,6,LOW
3.1,30,0.274,34.3,0,4.4,62.1,1.4,9,LOW
19.1,33,0.451,37.0,0,8.8,64.2,4.9,11,LOW
10.7,49,0.127,29.9,3,3.2,30.6,3.0,5,LOW
13.9,114,0.424,39.5,0,1.8,63.2,3.0,10,LOW
9.3,113,0.262,20.7,1,8.3,75.3,3.0,9,LOW
26.5,79,0.215,35.2,2,2.3,83.5,5.4,3,MEDIUM
26.5,150,0.18,25.2,3,9.1,36.9,1.4,3,LOW
18.5,40,0.085,24.6,1,6.2,91.4,2.9,4,LOW
1.7,147,0.153,25.9,3,5.8,41.7,12.1,7,MEDIUM
27.4,132,0.399,31.4,2,7.9,76.1,17.6,12,MEDIUM
16.7,122,0.499,35.5,1,0.7,68.7,0.1,7,LOW
17.9,78,0.172,34.9,1,7.3,91.6,0.9,2,LOW
6.8,389,0.089,29.7,0,6.2,32.7,19.3,12,MEDIUM
31.7,134,0.35,37.1,1,5.5,43.4,2.4,4,LOW
19.4,41,0.267,45.5,1,2.6,38.5,3.7,8,MEDIUM
1.8,110,0.08,31.0,0,8.4,52.9,4.1,4,LOW
7.9,164,0.201,32.8,2,2.9,53.7,20.1,8,LOW
32.6,56,0.512,27.1,0,5.2,36.2,1.8,6,LOW
0.7,215,0.16,28.9,2,2.0,66.0,16.7,12,LOW
48.8,122,0.382,42.0,0,9.8,38.1,6.3,12,LOW
17.1,30,0.174,42.1,0,2.3,35.2,15.3,12,LOW
15.0,114,0.376,30.4,2,8.1,32.3,11.6,5,MEDIUM
4.7,65,0.487,35.9,0,3.0,95.0,13.2,9,LOW
4.3,138,0.306,39.4,2,2.9,57.8,1.2,2,MEDIUM
42.7,192,0.069,28.4,2,4.5,49.9,3.7,8,LOW
5.3,105,0.423,21.6,0,8.5,63.8,2.6,9,LOW
22.4,341,0.304,37.5,0,7.0,41.0,1.3,8,MEDIUM
7.5,78,0.565,39.2,0,8.8,58.4,10.2,5,LOW
2.2,148,0.103,38.0,2,0.9,43.3,11.9,8,LOW
0.2,171,0.239,29.0,2,9.6,51.3,1.5,2,LOW
11.8,83,0.706,44.2,0,1.2,94.7,14.6,12,LOW
55.8,168,0.152,34.3,0,7.4,40.4,3.4,9,LOW
6.9,56,0.091,22.8,0,2.5,63.2,4.7,2,LOW
6.6,64,0.334,19.2,0,8.5,76.3,50.0,1,LOW
6.3,32,0.343,29.6,3,8.7,94.3,2.1,5,MEDIUM
11.0,109,0.168,33.8,0,5.7,94.6,1.3,7,LOW
8.7,117,0.446,29.7,0,4.3,47.3,3.1,10,LOW
31.8,231,0.286,47.9,2,8.0,96.0,26.9,4,MEDIUM
10.6,170,0.328,35.2,1,8.8,53.2,1.3,3,LOW
10.6,72,0.355,24.2,1,7.5,92.6,9.6,12,LOW
2.2,35,0.353,15.0,1,9.1,36.5,15.8,11,LOW
60.9,127,0.458,33.9,2,6.5,43.9,25.6,4,MEDIUM
4.3,219,0.403,39.9,1,6.9,35.5,6.5,2,LOW
1.1,165,0.064,46.9,1,5.9,50.9,6.1,1,MEDIUM
16.3,214,0.191,30.4,0,5.1,91.2,17.6,6,LOW
13.6,76,0.36,45.8,2,6.7,41.1,2.2,12,MEDIUM
8.0,62,0.202,21.1,0,5.8,45.7,6.2,3,LOW
8.2,50,0.221,29.2,1,7.4,45.1,10.2,10,LOW
23.1,86,0.424,23.9,1,9.4,49.2,12.0,6,LOW
3.3,85,0.211,38.3,1,4.0,31.3,1.2,1,LOW
25.7,106,0.245,21.6,1,4.4,59.7,20.2,11,LOW
15.7,81,0.26,35.2,1,0.6,98.3,17.1,11,LOW
8.1,81,0.345,22.1,2,5.5,61.4,3.8,6,MEDIUM
9.2,48,0.653,46.1,0,1.7,86.9,6.5,2,MEDIUM
4.4,191,0.291,29.0,1,7.3,70.0,4.8,7,LOW
20.9,96,0.234,35.0,1,7.9,31.0,39.7,5,LOW
10.8,78,0.14,17.7,1,7.4,71.0,8.8,6,LOW
5.8,50,0.341,20.0,3,5.7,96.3,3.2,10,MEDIUM
13.6,31,0.171,25.8,1,5.6,68.7,13.7,3,LOW
81.9,256,0.191,38.8,1,6.6,67.0,17.2,7,MEDIUM
8.6,140,0.475,37.3,2,5.8,76.9,13.0,10,MEDIUM
38.0,30,0.228,40.7,1,7.6,91.0,0.9,5,LOW
6.3,166,0.734,19.9,1,9.0,69.5,3.4,7,LOW
0.8,188,0.552,36.1,1,5.6,58.5,4.5,4,LOW
3.4,99,0.177,27.5,0,1.5,32.6,2.4,2,LOW
8.1,323,0.479,25.5,2,1.7,37.8,6.6,4,MEDIUM
3.7,107,0.218,27.7,0,4.1,75.4,3.8,10,LOW
0.0,30,0.101,31.1,2,5.2,73.3,0.4,2,MEDIUM
37.0,121,0.239,37.3,2,2.6,46.7,10.6,4,LOW
27.9,109,0.477,41.0,0,4.8,80.3,5.7,1,LOW
20.3,56,0.171,36.2,0,1.8,49.6,0.3,7,LOW
2.8,142,0.222,37.1,0,2.8,51.3,27.0,12,LOW
1.9,30,0.269,46.6,2,7.5,34.3,10.5,4,MEDIUM
1.0,199,0.377,37.6,0,9.9,68.5,0.8,6,LOW
19.3,45,0.093,30.3,1,2.3,50.1,22.0,9,LOW
39.6,41,0.459,36.6,0,3.7,87.3,5.5,5,LOW
8.4,82,0.161,45.7,2,3.8,86.1,2.7,2,MEDIUM
1.9,127,0.526,25.0,1,2.6,39.0,0.5,2,LOW
10.8,103,0.384,28.6,1,2.4,41.2,13.7,9,LOW
6.4,50,0.519,43.6,0,1.8,52.5,34.8,5,LOW
7.0,60,0.18,29.7,0,9.1,70.7,2.0,8,LOW
14.6,36,0.215,38.1,0,6.7,54.0,5.4,5,LOW
19.0,75,0.349,42.3,1,3.3,54.5,2.7,2,LOW
1.8,213,0.448,22.0,3,3.0,39.8,8.5,4,LOW
0.5,90,0.256,28.7,0,6.1,53.5,20.5,4,LOW
77.6,179,0.508,41.6,1,7.1,62.9,1.4,7,MEDIUM
4.0,288,0.13,31.0,0,2.9,98.9,3.5,5,LOW
0.8,56,0.227,15.9,1,3.8,88.7,1.8,9,LOW
3.2,78,0.329,27.9,1,3.3,85.5,2.6,1,LOW
0.6,500,0.215,38.4,1,1.3,69.2,1.4,7,MEDIUM
7.5,286,0.05,42.2,1,4.2,55.2,10.1,8,LOW
24.3,30,0.166,32.4,2,5.6,90.0,0.4,8,MEDIUM
