months_active,trust_score,avg_monthly_income,fraud_flags,existing_loans,claims_paid,zone_tier,is_eligible,max_loan_amount
11.0,49.4,6519,0,1,6,3,0,0
26.7,66.2,7378,0,0,5,3,0,0
0.6,56.1,7560,0,1,3,2,0,0
1.0,66.4,8985,0,0,4,3,0,0
1.3,76.4,13426,0,0,4,3,0,0
12.0,76.9,8242,0,1,1,3,1,6187
7.2,61.6,7772,0,3,3,3,0,0
3.6,77.8,10645,0,1,4,2,1,6113
10.3,27.7,16203,0,0,8,1,0,0
12.3,81.8,12012,0,1,2,2,1,9083
8.6,47.4,8926,0,2,2,1,0,0
42.8,45.1,5548,0,1,3,2,0,0
33.1,85.0,15779,0,0,2,3,1,10000
17.0,88.3,14414,0,1,4,2,1,10000
19.6,54.9,8739,0,0,3,3,1,7941
29.9,41.5,20016,0,2,1,2,0,0
18.9,71.6,13034,0,3,3,3,0,0
4.1,93.5,10259,0,0,3,2,1,6010
1.2,89.9,14284,0,2,4,1,0,0
9.7,79.0,18648,0,1,3,3,1,10000
48.0,76.5,11517,0,0,1,3,1,10000
2.7,71.1,7708,0,0,1,1,0,0
4.1,57.4,8155,0,0,2,1,1,4766
1.2,70.9,14284,0,2,3,1,0,0
17.2,78.8,13574,0,0,3,3,1,10000
4.8,42.6,11703,1,0,5,2,0,0
48.0,56.9,12618,0,0,0,2,1,10000
26.8,40.8,17396,0,1,1,3,1,10000
4.2,66.3,13473,0,0,2,3,1,7917
3.6,76.2,6594,0,0,2,3,0,0
10.8,75.0,14014,0,0,2,1,1,10000
1.1,82.5,15489,0,1,1,2,0,0
33.8,52.1,16088,0,0,3,1,1,10000
0.5,38.9,4490,0,1,3,1,0,0
12.6,55.1,8187,0,2,4,1,0,0
0.8,69.5,8231,0,2,5,1,0,0
6.8,15.2,15998,0,0,6,3,0,0
8.2,49.3,10318,0,0,3,2,1,6925
24.7,23.0,14797,0,0,3,2,0,0
12.1,50.0,12835,0,1,2,3,1,9645
33.9,43.8,16786,0,0,4,1,1,10000
4.3,71.2,13788,0,1,4,3,1,8143
0.9,72.1,9689,0,2,3,3,0,0
4.8,51.8,12902,0,3,5,1,0,0
31.5,62.6,18325,0,1,3,3,1,10000
1.2,72.8,10703,0,1,2,3,0,0
3.7,64.5,11636,0,0,1,1,1,6713
5.5,40.0,11266,0,0,1,2,0,0
3.7,51.1,7489,0,1,3,1,0,0
48.0,81.0,18542,0,2,1,2,0,0
43.0,71.1,10565,0,0,0,2,1,10000
1.6,90.0,11480,0,0,5,2,0,0
1.9,55.5,11894,0,0,5,1,0,0
10.4,63.7,16384,0,3,5,3,0,0
8.1,63.7,3244,0,1,3,1,0,0
0.5,26.3,8785,0,1,5,1,0,0
48.0,68.0,17957,0,0,1,1,1,10000
2.3,53.5,8387,1,0,4,2,0,0
48.0,82.3,13167,0,2,7,1,0,0
15.0,56.0,12589,0,2,2,1,0,0
1.0,64.4,7964,0,0,4,2,0,0
1.4,79.8,15054,0,0,4,2,0,0
22.3,68.2,15068,0,0,1,1,1,10000
29.7,88.2,14162,0,0,5,1,1,10000
48.0,43.5,12052,1,0,5,1,0,0
23.0,80.5,14249,0,1,5,2,1,10000
5.6,50.5,15704,0,2,3,2,0,0
3.1,85.3,10208,0,0,3,2,1,5765
12.3,43.9,8722,0,1,3,2,1,6589
1.5,52.2,7860,0,0,0,2,0,0
2.8,86.1,17668,0,0,5,1,0,0
9.3,70.8,8255,0,0,5,3,1,5720
18.2,73.9,5794,0,1,4,2,0,0
13.6,51.1,18321,0,1,0,3,1,10000
48.0,83.3,7910,0,1,4,2,0,0
28.8,79.7,12898,0,0,4,3,1,10000
7.1,57.0,9900,0,1,1,1,1,6407
22.5,48.3,10006,0,0,1,1,1,9701
0.5,62.6,16332,0,0,1,2,0,0
8.4,64.1,9370,0,1,1,2,1,6322
48.0,67.0,10744,0,2,3,3,0,0
3.0,49.9,13395,0,2,5,2,0,0
17.5,64.7,7088,1,0,2,1,0,0
12.0,84.7,12273,1,0,2,1,0,0
32.6,46.3,13100,0,2,5,1,0,0
14.9,48.9,3000,0,0,1,1,0,0
11.8,70.0,14315,0,2,5,3,0,0
1.1,90.4,19361,0,0,4,2,0,0
3.7,57.7,13305,0,0,0,3,1,7687
1.9,58.2,9428,0,1,3,2,0,0
3.8,83.9,9091,0,0,3,1,1,5270
3.0,59.1,16966,0,1,2,1,1,9559
1.3,53.0,16854,0,2,6,2,0,0
0.8,49.5,14432,0,0,2,2,0,0
4.9,67.3,20801,0,2,1,2,0,0
11.9,79.0,18255,0,1,4,1,1,10000
10.0,22.0,17819,0,0,3,1,0,0
3.2,46.7,16565,0,0,3,2,1,9390
7.2,77.9,12964,0,1,1,2,1,8427
27.3,60.4,3000,0,0,4,3,0,0
14.3,25.9,13922,0,2,3,3,0,0
15.5,41.6,17312,1,0,4,1,0,0
0.5,74.5,8797,0,0,5,1,0,0
36.9,52.8,12314,0,0,4,3,1,10000
8.7,60.2,8831,0,1,2,1,1,6010
13.9,76.2,6408,0,0,4,3,0,0
47.6,91.9,4233,0,2,5,1,0,0
0.7,20.8,13293,0,1,0,2,0,0
21.9,73.4,13544,0,1,2,3,1,10000
19.7,88.2,8805,0,0,0,1,1,8014
10.1,62.3,16199,0,1,1,3,1,10000
4.5,67.8,3000,0,0,1,3,0,0
37.0,67.5,17415,0,2,2,1,0,0
12.7,90.3,15234,0,1,4,3,1,10000
19.6,93.2,6420,1,2,2,3,0,0
2.4,54.8,10206,0,0,1,3,0,0
7.4,78.8,8751,0,2,2,1,0,0
1.0,46.4,12278,0,1,2,2,0,0
1.2,86.5,10933,1,0,7,1,0,0
38.7,33.8,9738,0,0,1,2,0,0
28.1,52.0,7443,0,0,0,2,0,0
26.2,58.6,18211,0,2,2,1,0,0
5.2,65.0,3910,0,1,2,2,0,0
5.5,52.5,17824,0,0,0,1,1,10000
25.2,66.0,7624,0,1,3,3,0,0
3.8,48.5,11844,0,2,1,3,0,0
48.0,72.3,4005,1,1,4,3,0,0
2.8,65.1,18598,0,1,2,1,0,0
11.4,59.9,14975,0,1,4,3,1,10000
8.9,43.2,11525,0,0,4,3,1,7893
1.5,51.2,11497,0,1,3,1,0,0
8.8,41.5,15958,0,1,4,3,1,10000
2.0,65.7,17851,1,0,0,1,0,0
3.3,48.7,8686,0,1,2,1,1,4943
15.6,81.2,11486,0,1,1,1,1,9487
1.2,51.0,17047,0,1,1,3,0,0
3.4,70.0,10837,0,2,1,1,0,0
6.4,88.5,14623,0,1,1,3,1,9247
0.5,84.7,11401,0,1,1,3,0,0
18.8,73.7,11113,0,0,4,2,1,9918
10.5,62.8,7697,0,1,3,3,0,0
17.4,65.2,20236,0,0,4,1,1,10000
6.1,60.6,15395,0,2,4,1,0,0
19.7,83.7,5267,1,1,2,3,0,0
16.9,39.3,18974,0,1,2,3,0,0
20.4,64.7,17020,0,1,2,3,1,10000
4.3,51.9,9542,0,1,1,2,1,5629
7.4,78.0,14780,0,0,6,2,1,9663
11.9,63.5,11548,0,2,4,3,0,0
1.7,40.9,7028,0,0,3,3,0,0
0.5,81.6,9597,0,1,4,3,0,0
7.2,86.1,7170,0,2,2,1,0,0
5.9,62.8,12570,0,1,6,1,1,7830
8.6,79.0,14085,0,0,4,1,1,9572
3.1,75.1,13110,0,2,3,2,0,0
16.6,59.3,12257,0,1,5,1,1,10000
4.6,67.7,12009,0,0,3,2,1,7167
19.0,69.9,8801,0,0,1,1,1,7879
5.7,71.3,5390,0,0,2,2,0,0
14.5,61.1,9645,0,1,3,2,1,7742
24.1,60.7,12730,0,2,2,3,0,0
18.2,60.5,12975,1,1,4,3,0,0
3.3,54.4,12989,0,0,3,1,1,7378
8.3,78.9,15099,0,1,3,1,1,10000
7.3,64.9,18547,1,1,2,3,0,0
0.8,60.3,14209,0,0,4,2,0,0
2.1,75.3,10760,0,1,1,1,0,0
39.2,50.6,6315,0,3,4,3,0,0
3.4,63.8,17150,0,2,1,2,0,0
2.7,38.6,14065,0,3,1,2,0,0
4.3,71.8,14094,0,1,3,2,1,8310
2.5,65.1,17424,0,2,3,3,0,0
37.6,65.8,7776,0,1,2,3,0,0
15.6,83.6,12256,0,3,2,1,0,0
48.0,52.3,14670,0,0,5,2,1,10000
6.6,76.7,3000,0,1,1,2,0,0
15.3,40.6,11505,0,1,0,1,1,9420
1.5,61.3,9812,0,1,0,1,0,0
31.4,63.1,14703,0,1,3,3,1,10000
6.2,68.3,17775,0,1,4,1,1,10000
15.1,86.5,10840,0,0,2,3,1,8822
21.5,74.2,15594,0,0,4,1,1,10000
1.8,70.6,13055,1,0,1,1,0,0
13.1,79.4,6478,0,2,3,2,0,0
8.2,54.0,14195,0,2,2,1,0,0
12.2,64.8,12446,0,1,2,1,1,9399
2.2,65.7,3000,0,1,1,2,0,0
2.5,82.5,7036,0,1,4,3,0,0
1.2,79.3,15109,1,1,2,1,0,0
9.4,47.6,16357,0,0,4,3,1,10000
15.0,58.9,17307,0,1,3,1,1,10000
9.0,66.4,13603,0,0,3,1,1,9359
2.2,58.1,13051,0,1,1,2,0,0
0.5,52.2,11357,0,0,3,2,0,0
26.7,74.5,13275,1,0,4,1,0,0
38.3,81.3,10548,0,1,7,1,1,10000
48.0,64.1,14364,0,0,8,2,1,10000
1.4,71.9,12042,0,2,6,1,0,0
7.2,55.8,14967,0,0,2,1,1,9738
0.5,69.1,14910,1,3,3,2,0,0
32.9,43.2,8496,0,2,2,1,0,0
2.2,59.6,8457,0,0,3,3,0,0
7.8,86.7,14195,1,0,3,3,0,0
7.9,71.5,11295,0,1,1,1,1,7509
10.1,81.7,9829,1,1,3,1,0,0
22.7,35.4,8037,0,1,6,1,0,0
1.4,49.7,11113,0,1,5,3,0,0
1.8,87.3,13740,0,0,3,3,0,0
10.8,64.7,3000,0,2,5,1,0,0
0.5,70.4,6322,0,0,2,2,0,0
21.6,58.7,16894,0,0,4,1,1,10000
4.0,64.5,10039,0,0,1,3,1,5860
2.4,86.7,17028,0,1,2,3,0,0
40.8,66.5,8021,0,0,2,2,1,10000
24.9,78.0,12411,1,1,0,2,0,0
1.5,64.6,11270,0,1,4,2,0,0
16.2,83.1,5394,0,0,3,2,0,0
20.7,70.6,15038,0,1,1,2,1,10000
3.5,46.4,6770,0,3,4,1,0,0
21.8,52.9,8433,0,0,5,1,1,8039
43.7,76.2,12239,0,1,5,1,1,10000
1.1,50.4,5186,0,0,6,3,0,0
1.4,55.2,15223,0,1,2,3,0,0
3.4,45.8,14616,0,3,7,1,0,0
0.6,47.4,13527,0,1,3,2,0,0
15.0,79.9,4191,0,2,1,1,0,0
32.5,36.4,13992,0,2,2,2,0,0
2.4,59.7,20585,0,0,2,2,0,0
18.6,57.2,10416,0,1,6,3,1,9236
1.7,88.2,15265,0,1,3,3,0,0
1.1,46.9,12943,0,2,4,2,0,0
6.8,72.2,7117,0,3,1,2,0,0
16.9,76.2,10785,0,3,6,1,0,0
14.7,28.4,17843,0,0,0,1,0,0
0.6,33.4,7658,0,2,5,3,0,0
16.9,64.5,14747,0,0,2,2,1,10000
0.5,48.2,17184,0,2,5,2,0,0
2.8,33.0,17413,0,0,4,2,0,0
15.8,77.1,16150,1,0,2,1,0,0
9.5,44.9,12046,0,1,3,3,1,8400
8.0,61.3,16709,0,1,2,1,1,10000
2.3,55.6,10463,0,1,3,1,0,0
6.4,72.0,12735,0,1,3,1,1,8058
0.5,68.9,8772,0,1,5,3,0,0
9.5,48.5,15424,0,1,4,3,1,10000
0.6,44.7,8347,0,1,2,3,0,0
13.8,74.1,14788,0,2,0,2,0,0
11.1,49.1,19073,0,0,5,1,1,10000
3.1,84.2,8935,0,1,3,3,1,5045
48.0,36.9,14166,0,0,3,3,0,0
16.8,31.3,12369,0,0,7,1,0,0
11.2,90.0,12441,0,0,3,1,1,9135
27.9,69.3,17281,0,3,1,1,0,0
19.3,80.5,20873,0,0,4,3,1,10000
34.8,46.9,10049,0,0,2,2,1,10000
6.5,46.0,9840,0,1,5,3,1,6245
2.6,52.4,14946,0,0,1,2,0,0
6.5,57.2,5997,1,0,1,1,0,0
8.1,50.5,10339,0,0,3,1,1,6919
8.6,68.9,11584,0,0,1,1,1,7875
1.8,52.9,5167,0,0,1,2,0,0
27.4,61.4,11237,1,1,3,1,0,0
24.4,58.8,11211,0,3,3,1,0,0
7.0,52.3,8240,0,1,5,1,1,5327
3.2,59.6,3000,0,2,5,3,0,0
1.6,54.2,16831,1,1,8,2,0,0
25.4,51.1,10031,0,0,2,2,1,10000
2.3,36.1,16176,0,0,2,3,0,0
13.0,64.9,16957,0,0,5,1,1,10000
20.3,45.9,10472,0,1,4,1,1,9675
48.0,54.1,17723,0,2,4,2,0,0
5.9,69.9,14500,1,0,3,2,0,0
2.1,43.5,11185,0,0,3,3,0,0
19.6,51.1,13589,0,1,0,3,1,10000
6.2,60.1,12890,0,0,1,3,1,8118
3.9,55.8,13700,1,1,3,1,0,0
7.1,76.2,14400,1,0,4,2,0,0
9.0,58.5,9853,0,2,2,1,0,0
30.0,51.7,10451,0,0,0,2,1,10000
10.3,54.0,8930,1,1,4,3,0,0
27.1,88.3,11774,0,0,4,3,1,10000
13.7,49.3,7751,1,3,0,2,0,0
6.7,63.6,12981,0,0,4,1,1,8292
4.2,68.0,19806,0,1,1,3,1,10000
8.3,62.1,11926,0,0,5,3,1,8019
0.7,36.8,11271,0,1,2,2,0,0
4.8,56.7,8209,0,1,2,2,1,4926
0.6,63.8,14541,0,0,3,1,0,0
2.4,53.1,11140,0,2,1,3,0,0
13.4,50.8,15792,0,0,6,2,1,10000
32.8,62.0,12187,0,0,4,2,1,10000
24.2,25.7,10287,0,1,6,1,0,0
25.0,69.5,11878,0,2,7,1,0,0
16.3,50.8,10351,1,1,2,2,0,0
9.0,29.0,8759,0,0,2,3,0,0
0.5,59.9,11913,0,1,5,1,0,0
1.4,53.6,10533,0,0,3,1,0,0
7.7,84.1,16213,0,0,0,2,1,10000
24.7,71.1,10638,0,1,3,2,1,10000
7.3,83.6,13401,0,1,4,3,1,8728
5.4,81.2,7703,0,1,4,1,0,0
8.1,79.4,12551,0,0,3,2,1,8386
25.1,61.8,12108,1,0,3,2,0,0
9.6,69.7,9698,0,2,2,2,0,0
3.5,43.2,16426,0,0,4,3,1,9416
25.5,54.9,10817,0,0,4,3,1,10000
12.2,75.8,7231,0,0,1,3,0,0
12.7,57.6,11434,0,0,3,3,1,8735
4.4,68.7,10922,0,1,4,3,1,6469
18.1,79.3,15260,0,1,3,3,1,10000
27.1,71.5,6727,0,0,4,3,0,0
1.9,76.4,11888,0,0,3,2,0,0
4.4,41.0,9360,1,0,2,1,0,0
0.5,56.3,15912,0,0,4,3,0,0
9.8,44.3,15771,0,0,3,3,1,10000
9.5,67.5,10592,0,0,3,1,1,7387
8.1,80.6,6803,0,0,4,3,0,0
45.1,80.7,13584,0,2,2,2,0,0
4.6,64.6,18315,0,0,1,3,1,10000
2.3,62.6,17369,0,0,2,1,0,0
25.6,57.2,12843,0,2,1,1,0,0
4.9,47.4,9508,0,0,2,3,1,5730
11.4,55.4,4040,0,1,3,2,0,0
8.7,61.8,20415,0,0,4,3,1,10000
0.5,42.5,12450,0,0,1,1,0,0
14.9,81.3,14431,0,0,2,1,1,10000
10.4,87.3,15112,0,2,1,1,0,0
7.6,61.7,12333,0,2,6,1,0,0
7.0,64.0,12123,0,0,5,2,1,7827
14.2,64.2,8788,0,2,3,2,0,0
21.4,79.6,12584,0,0,3,2,1,10000
21.6,74.4,14957,0,1,3,2,1,10000
39.4,72.9,8590,0,3,3,2,0,0
0.5,69.0,10349,0,2,6,2,0,0
1.5,92.2,8443,0,0,2,3,0,0
18.8,87.0,5542,0,0,5,1,0,0
9.3,79.9,12588,1,0,6,2,0,0
2.8,64.3,16883,0,0,2,2,0,0
33.7,61.5,8688,0,0,3,3,1,10000
9.2,69.8,15280,0,0,3,2,1,10000
0.5,65.7,4162,0,0,3,2,0,0
12.2,83.5,8455,1,0,2,2,0,0
0.5,84.6,15245,0,1,9,3,0,0
16.5,75.9,15488,0,1,4,3,1,10000
14.2,92.7,10731,0,0,4,3,1,8531
18.4,68.6,9924,0,0,2,3,1,8759
6.7,79.1,18208,0,2,1,2,0,0
3.7,73.1,11895,1,1,0,2,0,0
13.3,49.5,14018,0,0,4,1,1,10000
10.3,68.6,9050,0,0,5,1,1,6459
1.2,51.9,10827,0,0,0,1,0,0
48.0,63.1,14148,0,0,4,2,1,10000
4.7,71.1,8450,0,0,5,1,1,5052
8.6,83.3,10434,1,3,2,1,0,0
9.7,69.7,9146,0,2,0,3,0,0
4.1,49.9,9094,0,1,1,3,1,5326
10.8,47.7,6273,1,0,5,1,0,0
29.0,69.9,13908,0,3,2,2,0,0
9.4,68.6,10701,0,2,3,2,0,0
17.1,66.3,7448,0,1,1,2,0,0
29.9,52.8,11578,0,2,5,3,0,0
26.1,63.7,7400,1,0,1,2,0,0
12.7,71.3,14433,0,0,3,1,1,10000
1.3,73.5,11721,0,1,2,1,0,0
5.9,79.3,12836,0,0,1,2,1,8005
6.3,71.1,9945,0,0,1,1,1,6286
0.5,76.0,17807,0,2,5,2,0,0
11.3,76.8,12238,0,2,2,3,0,0
7.0,74.2,6533,0,0,7,2,0,0
3.2,85.7,12339,2,2,3,2,0,0
1.0,72.1,11293,0,1,2,3,0,0
13.4,47.0,10796,0,0,7,1,1,8411
5.5,77.5,13859,0,2,3,2,0,0
2.2,77.2,8426,0,0,3,3,0,0
12.4,75.3,11613,0,1,4,3,1,8804
4.4,56.1,14766,0,0,2,3,1,8749
18.5,33.3,11874,0,0,2,2,0,0
1.3,48.3,20839,0,0,2,1,0,0
10.6,44.4,4579,0,1,8,2,0,0
5.9,42.5,17193,0,0,4,1,1,10000
3.2,73.1,12559,0,0,4,1,1,7108
18.7,43.5,4945,0,1,2,2,0,0
20.5,71.1,13538,0,2,2,2,0,0
25.0,73.3,16634,1,2,3,3,0,0
10.5,63.9,13774,0,1,1,3,1,9902
4.7,48.9,14603,1,0,3,1,0,0
1.8,25.5,9490,0,2,3,1,0,0
1.8,81.8,8939,0,0,3,2,0,0
14.7,58.3,13982,0,0,2,3,1,10000
0.6,59.7,10934,0,3,5,3,0,0
11.3,72.7,11443,0,0,5,1,1,8403
3.4,86.5,10279,0,1,2,2,1,5862
10.2,92.9,10802,0,0,6,1,1,7698
6.6,52.2,5489,0,2,3,3,0,0
5.8,39.0,15790,0,1,0,1,0,0
7.6,77.9,9800,2,0,4,3,0,0
30.3,45.4,7684,0,0,6,2,0,0
12.5,84.0,7993,0,0,3,3,0,0
35.9,73.6,7902,0,1,2,2,0,0
1.3,56.5,13432,0,0,1,3,0,0
48.0,37.7,11584,0,1,4,1,0,0
2.3,58.5,9070,0,0,1,1,0,0
0.9,60.4,17740,0,0,3,1,0,0
7.9,29.9,8949,1,0,4,2,0,0
30.9,70.2,4631,1,0,0,1,0,0
4.0,73.9,10938,0,0,3,1,1,6372
7.9,61.1,4717,0,0,2,1,0,0
7.6,69.9,13146,0,0,3,1,1,8643
6.1,90.0,10901,0,0,2,2,1,6841
13.3,69.5,11399,0,0,0,1,1,8853
20.5,75.2,18767,0,3,5,1,0,0
11.1,43.7,20775,0,0,8,1,1,10000
22.0,53.7,10237,0,0,2,3,1,9808
11.1,63.0,12098,0,0,5,1,1,8841
7.7,64.3,7995,0,0,1,3,0,0
17.0,80.0,18707,0,0,2,1,1,10000
12.5,60.7,10478,0,0,3,3,1,7966
10.9,71.4,10615,0,2,2,1,0,0
3.2,44.7,12037,0,0,2,2,1,6809
2.5,45.7,7818,0,0,1,2,0,0
16.8,58.4,12901,0,2,3,3,0,0
0.5,72.0,6508,0,0,2,3,0,0
0.7,75.8,14914,0,1,5,1,0,0
1.2,47.5,6733,0,2,2,2,0,0
17.7,57.3,7666,0,2,1,1,0,0
0.5,61.6,12701,0,0,1,2,0,0
24.3,59.3,7326,0,0,3,2,0,0
10.5,65.6,12967,0,1,3,1,1,9323
7.6,39.1,12054,0,1,2,1,0,0
0.6,69.8,11348,0,0,4,2,0,0
10.6,86.9,3000,0,1,0,1,0,0
17.1,59.8,10425,0,1,2,2,1,8930
5.3,52.2,12342,0,2,1,3,0,0
2.0,44.7,12921,0,0,3,1,0,0
6.9,39.0,5580,0,1,0,3,0,0
1.2,57.7,14007,0,1,2,2,0,0
17.6,46.9,8205,0,0,3,2,1,7109
17.1,82.7,9012,0,0,4,2,1,7721
4.5,63.3,3672,0,1,2,1,0,0
2.1,66.2,10194,0,1,5,1,0,0
4.8,82.0,12757,0,1,2,2,1,7654
6.6,85.6,19238,0,0,2,3,1,10000
48.0,63.0,6353,0,0,4,2,0,0
4.4,51.2,7363,0,1,3,2,0,0
11.7,79.0,16255,0,1,5,3,1,10000
13.5,70.8,20758,0,0,5,1,1,10000
9.0,81.6,13090,0,0,3,1,1,9012
20.4,66.0,13486,0,1,4,2,1,10000
12.9,37.9,11170,0,0,1,3,0,0
10.6,70.0,14525,0,0,2,2,1,10000
27.2,29.8,11336,1,1,1,1,0,0
6.8,33.5,14810,0,0,3,1,0,0
28.4,73.7,15986,0,0,2,3,1,10000
30.9,54.9,9785,1,2,4,3,0,0
1.7,84.2,12515,0,0,4,2,0,0
4.8,32.8,14101,0,1,8,1,0,0
0.5,28.0,12587,0,1,3,2,0,0
5.9,89.9,8858,0,0,3,3,1,5509
15.2,77.0,13724,0,1,5,2,1,10000
5.3,44.8,14355,0,0,2,3,1,8760
17.0,77.9,11079,0,2,7,2,0,0
0.5,57.2,14565,0,1,3,1,0,0
8.3,54.4,10667,0,0,4,1,1,7180
17.5,53.3,18297,0,1,3,1,1,10000
1.1,48.5,12188,0,1,4,2,0,0
48.0,69.4,17525,0,3,2,2,0,0
10.9,67.7,4882,0,0,5,3,0,0
42.6,82.0,17431,0,0,2,1,1,10000
4.6,30.2,14360,0,0,6,2,0,0
8.8,77.2,15823,0,1,2,3,1,10000
8.4,68.5,9012,0,1,5,1,1,6083
0.5,73.5,12011,0,1,1,3,0,0
9.7,70.8,12861,0,0,4,3,1,9040
6.1,51.6,10644,0,0,2,1,1,6670
23.7,77.5,9559,0,0,4,3,1,9509
7.3,88.7,12523,0,0,3,2,1,8155
14.9,91.8,10552,0,0,5,3,1,8562
9.4,52.4,14158,0,1,3,3,1,9854
0.6,63.5,12160,0,2,4,3,0,0
10.0,40.3,13825,1,2,5,3,0,0
0.5,57.7,10421,0,1,7,2,0,0
47.2,62.5,8981,0,0,3,3,1,10000
3.9,71.2,17171,0,0,1,1,1,9996
14.2,57.9,14941,0,0,3,1,1,10000
23.8,58.3,7338,1,1,2,1,0,0
29.8,68.9,7759,0,0,4,1,0,0
32.7,46.8,16288,0,1,3,2,1,10000
5.2,65.5,12633,0,0,4,2,1,7679
1.5,74.9,10848,0,1,7,1,0,0
22.5,59.4,3000,0,1,2,3,0,0
10.2,62.1,5664,0,1,3,2,0,0
0.9,43.5,13570,0,1,3,1,0,0
2.4,48.8,12921,1,2,2,2,0,0
3.7,53.3,19370,0,1,2,1,1,10000
1.7,76.1,15208,0,1,2,3,0,0
29.9,87.3,10322,0,2,5,2,0,0
48.0,53.9,15777,0,2,5,2,0,0
0.5,54.4,17612,0,0,3,1,0,0
16.1,81.2,13113,0,0,4,3,1,10000
9.4,53.6,11020,0,1,1,2,1,7674
23.7,83.7,11842,0,0,2,2,1,10000
36.5,64.8,4005,0,0,3,1,0,0
5.8,78.5,9894,0,1,4,2,1,6152
17.9,63.8,7298,0,1,7,1,0,0
15.4,46.8,19868,0,0,1,3,1,10000
38.4,55.1,16584,0,0,1,2,1,10000
14.7,54.8,15462,0,1,1,1,1,10000
8.2,71.1,11232,0,2,4,2,0,0
12.2,52.4,13194,0,3,8,3,0,0
16.9,84.2,18939,1,0,7,2,0,0
17.5,72.0,12847,1,2,1,1,0,0
18.1,40.4,13032,0,0,2,1,1,10000
1.7,77.5,9490,0,0,3,2,0,0
1.8,74.6,10792,0,0,5,2,0,0
14.6,97.0,15933,0,2,3,2,0,0
2.3,87.3,12206,0,1,2,3,0,0
4.0,81.5,10279,0,0,0,1,1,5998
30.9,38.7,11606,0,2,2,2,0,0
4.4,75.6,16142,1,1,1,3,0,0
19.8,57.0,11051,0,0,4,2,1,10000
2.0,67.2,3024,0,1,3,1,0,0
22.6,81.5,14381,1,0,3,3,0,0
3.6,76.0,8370,0,1,2,3,1,4819
0.5,25.6,6944,0,0,5,3,0,0
25.7,56.1,16061,0,0,3,3,1,10000
19.8,78.4,16371,0,2,3,3,0,0
10.7,95.7,14863,0,1,1,3,1,10000
2.5,53.5,11118,0,0,6,3,0,0
10.9,61.6,11843,0,0,2,1,1,8614
36.5,52.1,21104,0,1,6,3,1,10000
9.6,66.0,9972,0,0,6,3,1,6974
3.5,59.4,9560,0,2,1,3,0,0
23.4,79.8,3287,0,1,2,2,0,0
19.8,77.3,5813,0,0,3,2,0,0
10.9,56.8,11623,0,0,4,1,1,8449
4.5,67.5,14202,1,2,3,2,0,0
23.8,42.1,11530,0,0,5,2,1,10000
5.7,65.0,7216,0,0,0,3,0,0
16.3,81.5,12566,0,0,4,2,1,10000
21.9,56.0,10995,0,0,3,3,1,10000
11.4,68.5,8558,0,2,2,3,0,0
6.4,73.6,17066,0,1,6,3,1,10000
23.3,79.7,19761,0,2,2,1,0,0
4.7,63.4,14486,0,0,1,1,1,8673
18.5,87.3,19452,0,1,0,2,1,10000
10.3,95.1,9889,0,0,2,3,1,7065
18.5,63.6,9579,0,3,3,2,0,0
9.3,39.9,8679,0,0,1,1,0,0
2.1,31.0,5766,1,3,8,3,0,0
21.1,53.3,13789,0,0,3,1,1,10000
17.9,44.3,15575,0,1,3,3,1,10000
48.0,58.4,3653,0,1,3,1,0,0
3.3,57.4,12087,0,1,0,2,1,6883
24.6,60.1,11335,0,1,3,3,1,10000
9.8,43.6,10240,0,1,2,3,1,7212
3.9,54.2,10255,0,1,4,3,1,5952
1.3,84.7,12884,0,0,2,3,0,0
3.9,76.9,12918,0,3,1,3,0,0
22.3,86.6,11438,0,2,5,2,0,0
6.1,11.0,12844,0,0,2,1,0,0
22.1,63.3,8339,0,1,7,1,1,8006
7.4,85.2,8928,0,1,1,1,1,5848
2.3,61.2,9606,0,0,3,3,0,0
1.6,41.6,12243,0,0,5,1,0,0
9.6,28.2,15706,0,0,1,2,0,0
11.3,74.4,6755,0,0,5,3,0,0
31.0,32.9,10884,0,2,2,2,0,0
14.0,46.3,13905,0,1,9,2,1,10000
10.9,74.9,16337,0,1,1,1,1,10000
10.3,59.5,5940,1,0,4,2,0,0
15.1,74.9,20998,0,0,2,3,1,10000
21.9,49.7,17802,0,0,1,2,1,10000
2.8,76.9,11634,0,0,1,2,0,0
0.7,43.0,9223,0,2,4,2,0,0
3.9,61.9,9350,1,1,6,1,0,0
23.0,35.3,11795,0,0,2,3,0,0
4.9,64.6,7977,0,1,4,3,0,0
2.5,71.9,11230,0,0,1,1,0,0
6.6,34.7,8754,0,0,5,3,0,0
22.7,44.9,17207,0,0,3,1,1,10000
24.1,81.8,10580,0,1,2,1,1,10000
48.0,66.1,16103,1,1,3,1,0,0
4.5,49.6,13066,0,1,1,3,1,7761
6.4,45.0,12859,0,1,3,3,1,8147
1.3,60.2,9850,0,0,5,1,0,0
43.3,77.1,9424,0,2,2,2,0,0
48.0,68.6,13980,0,1,2,1,1,10000
5.9,44.0,12074,0,0,3,1,1,7515
5.7,67.7,13885,0,3,1,3,0,0
12.1,62.3,8659,0,0,2,2,1,6516
1.2,60.8,14622,3,2,6,1,0,0
2.5,51.2,13399,0,0,4,1,0,0
19.6,80.5,13581,0,1,1,1,1,10000
14.3,52.9,3000,0,2,3,1,0,0
18.4,64.0,19696,0,0,3,1,1,10000
