hourly_rate,normal_work_hours,rainfall_mm,traffic_disruption,aqi,day_of_week,is_peak_hour,city_index,income_lost_inr
74,7.6,7.6,0.552,43,3,1,5,89.13
106,9.9,45.3,0.114,34,1,0,4,152.16
68,8.1,6.0,0.37,235,2,0,0,68.57
52,10.9,41.1,0.179,58,6,0,5,111.52
120,11.9,26.6,0.083,39,2,1,0,171.4
94,7.3,2.3,0.075,57,4,1,1,0.0
77,10.4,25.8,0.645,609,3,1,6,331.99
83,10.5,3.6,0.555,196,3,0,6,220.07
82,8.1,0.6,0.446,7,6,0,2,81.92
56,6.9,1.5,0.121,65,2,1,2,29.61
80,7.9,8.7,0.181,12,4,1,3,106.53
86,7.0,11.7,0.272,97,2,1,0,79.31
86,11.3,0.3,0.389,166,2,0,1,115.7
50,11.0,14.6,0.063,61,0,0,2,111.1
83,10.6,0.9,0.201,337,4,1,2,169.93
87,10.6,12.6,0.265,161,2,0,4,154.03
79,8.4,0.7,0.452,7,4,0,4,56.02
62,11.4,4.3,0.368,131,3,0,7,111.53
100,10.9,25.8,0.325,35,4,0,3,126.41
79,11.4,38.7,0.141,130,3,1,7,181.31
77,9.0,0.6,0.25,121,4,0,2,48.33
78,7.7,20.8,0.204,21,4,0,1,69.97
58,9.9,11.0,0.778,20,6,0,7,139.65
109,10.1,32.7,0.303,82,3,1,7,147.15
97,10.2,5.9,0.156,28,5,0,2,119.24
70,8.3,13.9,0.467,24,6,1,6,74.46
51,9.1,1.1,0.229,66,5,0,0,33.39
88,6.7,4.3,0.398,48,5,0,1,74.05
91,9.6,7.5,0.274,52,6,0,1,74.46
81,8.8,6.8,0.152,24,4,1,5,31.34
75,7.1,17.9,0.378,102,3,1,5,79.9
55,9.0,1.2,0.106,57,2,1,4,54.41
89,8.1,0.7,0.45,477,0,1,4,151.14
55,9.9,1.1,0.329,52,1,0,7,55.4
84,10.8,0.0,0.272,36,1,1,2,43.78
91,8.5,4.2,0.35,33,5,0,1,73.84
75,11.0,30.0,0.478,79,1,0,6,150.89
76,7.0,14.3,0.064,320,5,1,3,54.63
50,9.8,4.9,0.5,74,3,0,6,54.89
66,8.6,2.8,0.433,69,2,0,3,89.87
73,8.3,15.6,0.313,87,1,1,1,64.1
56,7.4,14.3,0.078,16,2,0,1,10.2
99,7.5,11.0,0.186,116,6,0,6,120.13
68,8.7,24.8,0.493,30,1,0,3,78.66
73,11.0,11.4,0.169,34,1,1,1,0.0
107,9.3,5.4,0.362,192,0,1,1,82.64
95,9.4,16.0,0.31,64,3,0,2,89.21
106,10.3,3.2,0.335,313,3,0,6,131.12
99,7.7,11.5,0.255,7,5,0,1,101.87
90,8.3,0.5,0.122,56,5,1,3,39.68
68,11.1,6.7,0.412,102,4,1,3,96.74
58,6.3,1.0,0.268,60,6,0,3,31.99
92,9.1,39.8,0.478,255,0,0,0,271.21
72,9.2,1.9,0.148,27,5,1,3,43.82
50,9.3,4.3,0.419,105,4,1,5,83.84
87,10.6,3.7,0.148,209,4,1,2,146.07
83,8.7,4.5,0.076,35,0,1,5,34.24
60,11.1,7.0,0.157,11,5,0,2,63.77
101,8.0,3.7,0.024,57,6,0,5,0.0
67,8.0,5.7,0.495,68,4,1,6,89.37
113,11.8,3.7,0.543,369,0,1,2,398.99
100,7.9,45.0,0.23,241,5,1,2,200.68
95,7.2,4.1,0.566,115,0,0,2,100.91
71,9.3,4.3,0.149,51,1,0,0,15.55
83,11.7,5.6,0.188,17,0,1,4,55.28
84,10.7,11.9,0.345,79,6,1,7,0.74
76,8.6,42.1,0.192,90,0,0,5,148.74
80,9.0,10.6,0.335,130,3,1,3,95.36
106,12.0,49.9,0.124,213,2,0,1,452.31
70,10.3,5.1,0.197,77,4,0,4,15.29
87,6.6,30.4,0.197,411,6,1,1,176.68
72,9.7,5.9,0.318,104,6,1,2,93.99
56,11.7,11.9,0.278,83,4,0,6,47.41
96,7.2,0.6,0.087,16,4,0,6,2.42
86,10.6,0.0,0.174,70,2,1,2,107.91
95,8.5,3.1,0.216,136,0,0,5,0.0
66,6.9,0.5,0.417,194,2,0,2,57.46
71,11.0,6.6,0.224,268,3,1,3,122.88
86,9.8,7.1,0.114,52,4,0,6,70.33
92,6.1,37.2,0.335,59,3,0,4,142.55
98,11.0,2.3,0.31,172,6,0,1,93.37
78,9.2,7.2,0.206,41,0,1,6,60.8
88,9.7,4.4,0.722,68,5,1,5,112.46
107,9.4,0.7,0.177,122,6,0,5,41.92
74,8.3,1.4,0.242,28,4,1,7,55.78
84,6.8,25.2,0.547,14,0,1,3,147.9
78,10.3,6.1,0.274,26,2,1,5,23.68
83,10.1,17.4,0.115,78,1,1,0,97.6
101,11.2,7.1,0.253,49,2,1,5,156.15
71,9.7,29.3,0.553,48,5,1,6,123.56
67,6.3,14.5,0.451,25,4,1,0,71.82
93,8.5,5.0,0.155,111,5,1,1,41.13
103,6.6,23.8,0.712,21,5,1,0,153.47
58,9.6,1.1,0.414,18,5,1,6,69.34
75,7.2,0.9,0.275,73,5,1,5,14.45
85,11.7,9.7,0.298,65,3,0,2,63.49
81,6.9,15.8,0.358,25,4,0,4,78.55
82,11.0,11.0,0.349,24,1,0,3,211.3
81,9.7,13.0,0.226,69,6,0,0,69.95
69,7.9,3.6,0.177,83,5,0,1,77.95
50,10.7,25.2,0.308,65,3,0,4,108.36
80,11.8,42.8,0.409,248,2,0,4,381.45
77,6.9,5.9,0.088,27,0,1,5,4.21
58,11.0,6.3,0.403,21,6,0,1,127.72
70,10.9,7.3,0.122,35,4,0,1,27.97
93,10.6,2.7,0.555,276,2,1,0,221.21
77,7.6,1.8,0.291,263,6,0,1,98.25
83,10.6,18.0,0.247,35,1,0,6,271.55
64,6.5,11.2,0.124,16,6,0,7,39.04
89,6.6,2.0,0.44,126,0,1,2,70.98
113,7.8,8.2,0.397,50,6,0,4,70.67
88,7.5,66.4,0.252,174,6,0,1,197.57
87,8.9,9.0,0.134,88,2,0,0,43.56
84,9.4,29.2,0.051,49,5,0,2,92.94
70,7.8,21.7,0.197,66,0,0,2,68.51
94,10.2,1.4,0.142,114,5,0,4,69.93
78,6.0,6.2,0.461,36,0,0,1,71.47
106,7.4,9.8,0.177,88,0,0,1,55.45
107,8.1,12.6,0.367,52,3,0,1,131.78
72,8.4,4.1,0.606,29,6,0,0,116.58
91,8.2,0.1,0.476,39,4,1,4,100.97
71,6.1,4.4,0.439,92,3,0,0,59.74
97,11.6,10.0,0.444,30,3,0,5,116.85
67,10.6,5.2,0.391,80,3,0,7,54.52
84,6.0,5.8,0.591,170,4,0,1,110.13
88,8.1,21.7,0.184,7,4,1,1,85.62
92,8.7,6.5,0.287,19,6,0,7,14.82
65,7.3,41.4,0.305,132,5,1,6,84.55
87,11.5,2.1,0.611,59,4,1,2,183.41
83,10.4,1.1,0.176,85,1,0,6,95.48
63,11.2,2.9,0.371,74,1,0,3,91.45
97,10.4,1.1,0.151,96,5,1,3,38.02
104,8.1,3.4,0.258,130,6,0,1,104.7
81,8.9,9.4,0.08,141,0,1,5,40.34
78,6.4,3.6,0.032,54,6,1,3,25.17
74,8.5,20.5,0.141,132,6,1,3,138.65
118,10.8,5.3,0.257,84,2,1,0,0.0
94,10.5,6.2,0.584,34,6,1,5,112.25
69,10.7,1.1,0.084,58,6,0,6,0.0
56,7.6,3.8,0.445,163,4,1,3,111.63
74,6.6,1.5,0.24,34,0,0,5,44.11
74,8.8,3.2,0.474,276,0,1,2,76.18
84,8.9,12.9,0.097,76,4,0,7,63.66
81,9.7,5.8,0.338,173,4,1,5,91.83
97,6.6,0.2,0.332,87,0,0,0,30.67
50,6.2,3.7,0.239,40,2,0,6,8.29
88,10.5,24.6,0.168,29,3,0,5,21.78
93,9.8,5.7,0.6,43,0,1,4,96.57
53,7.3,9.9,0.289,203,4,0,5,27.44
67,11.0,7.8,0.564,217,1,0,2,207.86
73,8.1,43.6,0.317,19,6,0,7,119.3
88,8.9,3.9,0.24,18,6,1,7,21.02
74,6.8,14.7,0.384,89,0,1,1,89.53
79,11.8,10.9,0.16,59,1,1,5,64.56
68,10.4,11.6,0.208,15,4,1,4,0.0
81,7.4,19.7,0.258,523,4,1,3,133.41
71,11.7,2.2,0.156,97,2,0,1,42.9
67,8.3,22.3,0.151,145,0,1,6,118.06
82,8.6,1.3,0.329,132,2,0,1,83.89
93,7.0,13.1,0.201,53,3,0,3,74.77
84,8.6,2.8,0.564,105,3,1,1,67.02
77,11.8,12.3,0.283,152,4,1,4,142.37
95,8.6,1.5,0.45,75,6,0,1,77.04
73,10.2,14.8,0.244,269,3,1,1,130.14
79,11.9,4.7,0.162,146,5,1,7,28.43
98,9.7,13.1,0.111,17,4,0,0,94.28
74,7.7,9.5,0.281,133,6,1,7,84.9
72,8.1,3.1,0.196,26,6,1,4,0.0
91,7.4,9.1,0.058,20,2,0,3,7.77
65,11.7,2.1,0.369,104,4,0,6,46.38
98,11.4,58.4,0.1,57,3,1,2,328.19
51,9.8,10.9,0.591,75,0,1,2,114.65
81,6.5,8.6,0.167,8,1,0,5,0.0
70,10.7,30.1,0.099,118,2,1,5,118.74
85,10.9,4.3,0.255,259,5,1,6,103.58
102,10.5,3.1,0.225,122,1,0,1,63.78
63,7.0,12.1,0.341,49,4,0,4,68.1
59,7.7,28.6,0.409,39,2,0,6,110.66
97,10.9,12.6,0.465,93,5,0,1,212.33
77,8.7,0.3,0.12,94,4,0,3,63.46
79,7.5,23.8,0.234,97,2,0,1,129.95
76,9.9,4.2,0.417,92,2,1,1,87.98
75,9.6,24.4,0.267,238,3,1,0,178.26
66,9.1,47.9,0.22,28,6,0,4,161.01
76,8.1,12.6,0.035,3,6,1,4,56.19
67,10.6,4.0,0.49,17,6,1,0,41.08
95,9.4,3.1,0.387,204,3,0,3,132.62
72,11.2,14.6,0.321,207,4,0,6,138.1
100,11.0,0.7,0.096,187,3,1,2,126.34
90,11.7,12.6,0.386,634,3,1,6,287.61
65,10.4,4.4,0.682,115,1,0,7,105.65
64,6.8,0.0,0.118,191,1,0,1,37.57
77,8.2,12.0,0.364,68,2,0,3,76.86
69,10.5,10.5,0.286,102,2,0,2,120.33
69,6.8,9.0,0.47,447,5,0,1,96.77
93,10.1,3.4,0.032,18,2,1,3,68.49
84,8.0,29.5,0.213,107,1,0,5,78.98
98,7.4,0.4,0.173,63,5,0,6,55.85
64,9.3,1.4,0.335,85,4,1,7,56.28
53,6.5,5.9,0.177,97,5,0,6,40.95
69,10.2,5.9,0.174,13,1,1,5,21.32
96,8.4,1.6,0.319,70,6,0,6,70.21
71,9.6,49.1,0.335,26,2,1,6,181.47
105,6.5,52.5,0.357,52,0,0,6,226.41
72,8.6,17.8,0.065,97,1,1,2,100.17
89,10.7,4.4,0.201,81,6,1,5,42.68
80,10.3,5.0,0.162,87,2,0,4,2.18
51,9.2,26.7,0.049,66,5,0,4,44.48
70,7.2,0.1,0.324,6,5,1,6,13.25
87,9.5,2.0,0.146,92,3,0,5,0.0
79,10.1,3.9,0.095,41,6,0,4,13.25
73,9.4,79.1,0.227,66,5,0,6,233.85
77,10.5,0.6,0.417,27,1,1,5,88.48
82,8.3,12.5,0.136,63,2,0,0,150.61
50,8.4,19.9,0.296,52,5,0,2,54.26
72,11.7,1.3,0.202,34,1,0,2,113.72
68,11.5,1.6,0.125,54,6,0,6,0.0
90,7.1,4.0,0.251,31,2,0,7,77.94
91,7.5,10.6,0.213,21,6,0,5,76.25
83,9.4,3.4,0.109,125,6,0,2,27.69
82,9.3,8.4,0.644,160,4,0,1,152.68
50,6.5,2.5,0.347,274,5,1,3,53.19
66,11.5,16.7,0.123,23,4,0,1,56.19
75,10.6,6.2,0.042,93,3,1,0,25.59
78,10.8,2.8,0.278,108,2,1,1,71.6
80,10.1,19.2,0.129,120,5,1,2,111.85
51,7.0,3.3,0.21,67,4,1,3,11.75
95,8.2,8.8,0.326,366,4,0,2,138.91
65,8.0,0.4,0.229,44,2,0,5,32.07
50,11.9,4.5,0.138,16,4,0,4,31.74
92,6.7,2.3,0.573,242,3,0,6,125.63
66,9.3,3.5,0.544,142,6,0,1,100.24
90,10.6,51.2,0.374,202,2,1,3,263.43
54,8.4,5.5,0.14,19,5,1,3,6.37
74,9.2,1.9,0.346,17,0,0,5,79.27
66,7.0,52.7,0.274,72,5,0,3,127.42
86,7.2,4.3,0.17,26,4,1,0,48.91
67,10.2,16.2,0.263,71,6,0,5,100.14
86,10.3,26.0,0.139,20,4,0,7,104.59
74,9.3,5.2,0.484,13,1,0,1,100.59
70,11.4,12.4,0.176,37,4,0,0,41.85
93,8.2,0.7,0.612,38,2,0,7,92.19
109,10.4,6.0,0.093,52,2,0,1,53.13
75,10.4,27.1,0.484,55,5,1,5,185.44
68,8.8,19.4,0.15,144,4,1,3,81.55
78,11.0,3.4,0.452,112,0,1,0,78.16
82,9.2,0.2,0.194,56,3,0,0,0.0
53,9.8,11.6,0.245,105,2,0,1,62.56
65,6.3,1.5,0.174,121,5,0,4,34.1
57,10.1,20.2,0.333,52,5,0,0,66.83
63,9.9,7.5,0.51,61,0,0,1,105.92
102,11.4,6.1,0.192,79,5,0,1,200.15
50,6.8,3.4,0.424,59,2,0,5,42.02
86,7.1,9.6,0.033,52,5,0,7,39.57
74,8.9,20.6,0.51,72,5,0,1,117.64
84,8.1,7.7,0.533,90,2,0,7,172.0
62,6.8,1.2,0.409,27,3,1,0,32.19
73,6.9,9.8,0.301,127,5,0,0,60.11
98,10.3,4.7,0.46,55,2,0,1,144.25
73,10.5,8.7,0.114,39,5,0,4,21.39
101,11.4,1.1,0.305,41,3,1,7,84.46
50,7.9,0.9,0.368,170,4,0,3,67.07
88,8.7,15.9,0.124,49,4,0,6,99.16
81,6.8,8.0,0.64,26,5,1,0,57.12
58,6.7,6.3,0.414,33,0,1,0,42.35
94,6.1,36.9,0.198,87,4,0,5,92.87
69,7.0,2.6,0.312,64,4,0,0,78.4
83,7.7,28.3,0.206,155,4,1,5,137.12
65,9.4,21.5,0.5,15,0,1,1,77.59
72,9.7,9.1,0.1,163,1,0,2,104.91
91,9.3,7.2,0.386,62,1,0,1,130.54
115,6.2,1.6,0.054,50,0,1,0,0.0
67,9.1,5.6,0.244,64,3,0,3,57.58
99,8.7,9.4,0.118,271,0,0,3,114.98
100,10.6,5.2,0.452,254,5,0,3,222.52
90,11.4,30.0,0.388,199,4,0,1,228.71
92,10.0,0.6,0.348,95,3,1,5,21.78
69,10.3,4.3,0.369,407,5,1,3,105.8
65,8.3,32.0,0.393,30,5,1,2,141.79
73,9.6,1.0,0.69,25,6,1,3,108.61
84,9.3,7.5,0.125,341,0,0,6,97.79
75,11.8,16.5,0.192,25,0,1,6,49.88
69,10.4,5.0,0.372,125,3,1,4,54.81
69,7.7,19.9,0.096,312,3,0,7,55.71
75,11.3,1.9,0.23,86,0,1,3,48.28
93,9.2,51.6,0.124,208,3,1,1,265.23
64,7.0,12.4,0.259,24,0,0,4,0.0
88,11.0,4.2,0.017,268,0,0,7,55.91
88,9.2,0.9,0.13,126,1,0,1,0.0
72,6.5,9.8,0.025,48,4,0,1,7.58
84,8.3,10.7,0.129,12,3,0,3,78.88
98,8.9,7.0,0.344,157,3,1,1,164.91
75,7.7,33.4,0.361,36,3,1,1,143.61
68,7.8,4.7,0.175,82,5,0,2,37.43
66,6.8,10.4,0.341,58,2,1,6,39.95
67,10.3,0.8,0.076,98,0,1,2,48.42
92,6.3,7.3,0.23,118,2,0,6,38.51
79,7.7,18.5,0.616,69,3,1,1,103.66
56,7.3,16.5,0.162,102,1,1,3,77.04
99,8.7,7.8,0.322,188,4,0,7,79.04
77,10.7,23.3,0.349,26,1,1,5,184.53
87,7.8,35.9,0.415,68,6,1,2,130.1
89,11.2,6.8,0.159,87,0,0,3,94.04
67,11.2,5.2,0.887,35,2,0,5,141.93
62,8.4,12.0,0.268,46,5,0,2,49.97
65,11.0,74.7,0.287,40,6,1,7,222.89
77,7.8,0.5,0.173,163,2,0,3,66.35
87,7.6,5.5,0.279,89,2,0,2,94.62
108,11.2,8.1,0.235,28,2,0,4,173.78
93,10.0,47.1,0.104,61,4,0,2,159.72
51,7.5,21.0,0.097,98,0,1,5,68.11
78,6.2,4.2,0.229,292,1,1,7,84.45
50,10.5,18.3,0.096,247,4,1,1,25.1
94,7.9,2.8,0.225,155,4,0,0,76.81
77,6.6,10.7,0.392,372,3,0,7,131.48
81,7.7,0.5,0.102,55,5,0,1,29.95
76,8.6,6.6,0.262,51,3,0,7,38.45
81,7.3,17.5,0.285,196,5,0,4,54.18
70,6.4,4.1,0.784,39,2,0,5,58.65
81,8.0,15.7,0.244,56,1,1,7,94.24
66,9.0,4.8,0.272,359,2,1,5,56.34
84,10.8,0.9,0.282,38,5,1,4,38.84
84,10.7,27.8,0.36,112,4,1,5,197.97
87,7.0,6.5,0.572,37,5,0,7,69.91
79,8.8,16.1,0.217,74,3,1,0,47.87
96,11.2,10.8,0.092,37,1,1,4,16.15
107,6.3,13.5,0.263,48,4,0,2,109.29
57,8.9,9.3,0.228,27,0,0,7,33.26
61,9.0,9.5,0.212,92,4,0,2,35.18
77,11.0,24.2,0.351,46,3,0,5,68.88
73,9.0,10.0,0.196,13,2,1,4,103.1
87,6.6,19.9,0.067,392,4,0,6,86.54
87,10.1,7.1,0.292,82,3,1,4,114.86
84,9.4,43.3,0.521,43,1,0,4,260.97
55,8.8,0.8,0.106,125,6,0,5,18.57
83,7.7,5.7,0.263,125,4,0,1,36.23
108,6.5,2.4,0.031,68,2,0,3,0.0
88,11.5,4.2,0.16,298,2,1,2,143.02
79,11.1,1.6,0.411,200,5,0,1,163.04
89,11.6,8.3,0.06,30,3,1,1,36.87
67,11.6,0.2,0.483,189,2,0,6,114.36
86,7.0,10.5,0.114,18,0,0,2,28.46
80,7.9,33.6,0.557,54,0,1,4,143.53
63,8.9,2.1,0.156,110,0,0,1,75.18
84,8.4,12.9,0.045,78,2,0,6,65.94
81,11.8,3.6,0.374,137,4,0,2,97.28
92,7.8,1.9,0.55,42,1,0,4,79.45
82,6.7,21.8,0.273,66,4,0,7,71.22
83,8.8,7.7,0.367,19,1,1,1,51.22
82,9.1,0.8,0.474,44,0,1,6,85.06
82,8.5,9.4,0.355,15,2,1,6,21.19
97,10.7,46.2,0.535,34,1,0,5,237.22
91,9.0,19.6,0.078,183,0,0,4,80.17
66,7.8,9.8,0.378,56,2,0,5,73.03
78,8.9,36.2,0.149,81,0,0,4,98.21
59,11.4,19.4,0.178,93,2,1,3,134.88
102,11.2,7.1,0.592,17,5,0,5,133.75
70,9.9,7.6,0.34,44,0,1,4,66.5
69,9.9,31.4,0.32,48,6,1,0,155.51
107,9.6,0.6,0.349,13,5,1,1,45.84
71,7.4,4.8,0.061,39,0,0,2,54.85
66,9.7,6.9,0.034,27,5,0,7,20.33
90,9.6,2.7,0.503,56,1,0,1,120.95
80,9.4,2.3,0.267,89,4,0,3,54.71
67,10.8,8.4,0.301,82,6,0,6,80.64
85,6.3,10.6,0.363,162,1,0,3,65.41
89,8.7,7.4,0.245,27,6,1,0,47.62
93,6.3,6.3,0.112,145,1,1,3,37.76
84,10.8,14.7,0.252,97,5,1,2,125.33
93,7.4,16.2,0.007,57,5,0,1,9.84
93,8.2,2.3,0.15,77,1,0,7,59.38
73,8.0,0.8,0.177,92,6,0,0,54.83
106,11.6,0.8,0.075,30,5,0,5,101.87
90,8.0,15.9,0.63,19,2,0,2,129.98
101,6.3,0.2,0.286,33,6,0,7,47.16
78,6.2,44.5,0.471,77,6,0,6,120.25
93,7.3,14.7,0.139,62,1,0,1,115.79
84,6.5,10.9,0.794,144,3,0,6,111.7
95,10.8,0.4,0.135,22,5,1,6,40.78
74,10.0,0.4,0.515,36,0,1,4,151.6
72,10.7,7.3,0.183,131,1,0,5,103.44
98,9.2,5.8,0.278,32,2,0,4,0.0
84,8.8,4.1,0.233,15,2,0,5,43.34
95,8.2,1.7,0.116,143,4,0,3,59.0
59,10.9,3.8,0.395,204,6,0,6,56.48
68,6.0,12.1,0.428,70,3,1,1,106.07
72,9.1,6.1,0.241,177,2,0,3,15.68
99,8.2,4.5,0.266,155,4,1,4,127.2
99,6.9,31.0,0.589,43,6,1,0,166.14
81,10.3,4.8,0.378,1655,3,0,7,389.9
87,7.6,29.0,0.244,57,2,1,7,136.44
83,8.5,1.0,0.278,56,4,1,1,36.23
65,7.7,21.0,0.287,127,2,0,3,141.78
81,9.7,8.6,0.126,5,2,1,7,65.97
66,6.1,8.5,0.155,240,5,0,2,59.82
74,9.9,10.9,0.387,43,4,0,3,94.79
77,8.5,13.1,0.273,21,4,0,0,21.66
105,10.3,20.5,0.102,52,0,0,6,7.35
82,11.0,0.7,0.438,19,5,1,4,110.16
74,9.1,4.5,0.287,363,0,1,4,141.91
89,11.2,7.5,0.424,27,0,1,2,69.05
70,6.8,40.1,0.327,89,4,1,0,105.85
120,6.2,0.8,0.5,74,3,1,6,109.2
86,11.3,6.0,0.525,40,5,0,0,69.9
50,6.7,18.3,0.284,53,1,1,7,65.15
68,7.1,32.0,0.156,53,3,0,5,90.35
107,6.7,19.7,0.027,34,3,0,5,63.12
82,7.0,45.3,0.239,330,5,1,7,227.8
73,11.4,9.0,0.295,31,5,0,1,100.02
86,11.1,15.6,0.691,166,4,0,1,249.89
56,7.6,25.6,0.267,24,3,1,1,56.92
65,10.2,6.4,0.21,132,4,0,3,53.89
59,10.7,1.0,0.445,149,6,1,4,62.01
74,6.9,0.7,0.098,38,4,1,0,0.0
104,7.4,30.7,0.42,125,6,1,4,216.39
89,8.9,0.0,0.48,58,0,0,5,47.48
87,9.8,4.6,0.131,16,0,1,3,53.08
70,8.5,22.8,0.182,20,3,0,3,49.65
92,10.7,6.1,0.294,135,3,1,7,121.75
68,11.9,2.6,0.249,24,2,1,5,55.67
77,11.2,1.7,0.482,72,1,0,6,66.68
91,11.1,0.4,0.366,77,4,1,2,119.81
79,7.2,12.5,0.252,87,0,0,5,41.68
94,11.4,4.7,0.129,70,6,1,1,68.23
77,11.9,0.1,0.172,87,2,1,6,0.0
100,9.4,1.0,0.18,243,4,1,3,126.99
86,10.6,22.9,0.348,266,4,0,3,231.98
67,9.6,1.6,0.186,30,0,1,2,83.19
72,12.0,8.3,0.257,30,4,0,2,105.53
77,9.6,5.1,0.385,62,3,0,5,30.84
94,8.8,2.7,0.475,28,2,1,3,32.44
108,6.9,1.6,0.608,40,3,0,2,139.42
58,11.1,12.2,0.264,28,2,1,0,118.5
74,7.2,25.0,0.497,240,4,1,4,83.38
98,10.1,11.0,0.293,60,5,1,4,100.58
79,7.5,5.7,0.429,142,1,1,3,85.08
78,10.2,4.4,0.121,135,0,1,5,41.11
89,6.3,5.4,0.541,34,5,0,0,78.92
60,7.1,5.5,0.157,29,5,0,3,39.55
89,10.3,8.6,0.212,100,5,1,2,179.14
85,9.5,5.5,0.09,300,6,1,2,113.95
83,9.3,10.6,0.55,142,5,1,1,133.44
96,6.6,1.3,0.17,31,5,0,5,37.81
79,11.2,3.9,0.839,116,5,1,7,136.55
81,9.8,15.3,0.404,72,4,0,4,121.38
83,9.5,17.0,0.481,129,0,0,4,160.93
50,11.8,13.5,0.133,52,3,0,0,45.98
96,9.3,5.0,0.254,181,0,1,7,54.02
89,10.8,7.1,0.2,29,2,0,6,52.08
88,7.3,2.4,0.126,124,4,0,5,29.01
85,8.0,40.6,0.56,118,3,0,1,167.15
100,10.0,24.5,0.176,69,2,0,1,79.34
83,9.8,34.1,0.282,116,6,1,4,121.79
77,6.5,10.1,0.243,107,6,0,3,72.45
54,6.3,7.5,0.158,42,0,0,4,10.89
61,7.3,24.4,0.543,43,5,1,2,76.01
75,9.2,6.3,0.54,17,0,0,6,150.05
81,10.6,3.7,0.117,74,6,0,2,15.92
71,8.3,8.4,0.363,13,3,1,6,103.82
77,7.5,2.2,0.302,176,6,0,0,104.96
66,9.5,17.6,0.265,76,2,1,1,79.04
94,6.6,7.0,0.319,39,3,1,6,75.44
76,7.0,12.8,0.335,240,0,0,1,61.43
98,8.7,10.5,0.057,104,5,0,7,19.03
76,11.8,10.6,0.574,50,3,1,0,182.6
85,8.0,32.1,0.314,120,1,0,3,193.98
87,11.1,0.7,0.46,112,5,1,7,146.58
82,11.9,11.4,0.298,247,1,1,7,141.53
63,10.9,3.7,0.18,46,6,0,5,28.74
75,8.7,1.6,0.261,126,1,0,7,57.5
50,10.9,0.7,0.03,190,5,0,7,57.78
105,6.3,21.3,0.58,428,5,0,6,181.42
50,11.2,6.1,0.068,144,3,0,0,32.7
93,8.9,14.4,0.188,66,3,0,0,115.09
82,8.7,32.3,0.259,30,0,0,5,165.97
54,10.4,23.2,0.442,35,1,0,7,96.67
84,11.6,3.3,0.182,30,0,1,6,32.61
63,7.5,12.1,0.236,87,1,1,2,42.22
86,8.5,4.2,0.28,33,6,0,6,90.09
79,9.9,0.6,0.4,83,2,0,7,89.12
83,9.6,28.6,0.147,114,2,1,7,103.01
74,7.4,14.6,0.137,117,3,0,6,111.89
100,6.1,21.6,0.137,83,1,1,2,96.91
65,7.0,3.8,0.172,142,3,0,0,42.56
70,6.2,3.9,0.068,53,6,0,0,18.07
77,6.4,2.7,0.192,43,3,0,2,16.47
78,7.5,4.0,0.429,82,5,1,4,27.12
63,10.3,1.3,0.178,41,0,0,6,63.5
50,7.5,15.8,0.104,86,3,0,4,27.84
85,7.4,42.5,0.518,27,5,1,0,153.46
85,9.8,28.6,0.357,139,5,1,5,170.57
106,9.4,1.9,0.297,102,1,1,0,66.41
99,9.0,2.8,0.37,81,6,1,0,147.4
81,9.9,5.4,0.176,65,0,1,0,11.02
70,8.1,2.7,0.237,14,3,0,6,23.89
97,6.1,13.9,0.345,414,3,0,1,91.05
67,8.6,16.5,0.534,135,1,1,0,93.65
93,8.2,16.9,0.836,381,0,0,3,232.85
58,10.6,10.5,0.177,205,5,0,4,114.56
109,6.5,3.5,0.171,224,4,0,7,63.42
64,10.7,1.5,0.321,26,0,1,0,62.7
65,10.3,8.0,0.401,108,1,1,0,59.66
51,8.0,26.4,0.117,150,1,0,2,62.41
74,9.8,3.9,0.278,161,4,1,7,75.77
87,9.2,4.7,0.361,112,5,0,6,3.89
71,7.3,15.2,0.299,71,5,1,7,57.52
67,11.4,5.0,0.257,133,5,1,1,130.74
58,7.1,24.7,0.22,94,1,1,7,53.87
84,6.8,24.1,0.382,51,2,0,3,139.1
90,8.5,27.6,0.191,195,2,0,2,188.27
82,10.5,17.6,0.284,204,2,1,6,92.27
90,7.3,0.7,0.613,29,1,0,3,70.75
62,11.2,9.1,0.413,37,4,1,0,30.18
71,9.5,7.8,0.217,29,4,0,5,51.62
77,7.1,7.4,0.224,14,5,0,6,95.11
99,9.3,12.8,0.341,211,2,0,7,220.28
99,7.4,16.7,0.303,1213,3,1,5,313.2
92,7.2,9.4,0.475,142,2,1,2,105.48
92,6.9,16.8,0.215,51,0,0,3,140.53
68,9.5,3.3,0.574,37,4,1,0,57.72
82,6.1,12.3,0.453,27,1,0,7,86.46
55,11.7,11.4,0.428,217,3,0,6,63.88
92,6.2,4.9,0.099,25,4,1,6,0.0
76,11.6,8.4,0.334,117,3,1,6,69.44
111,8.0,54.8,0.152,66,6,1,7,199.49
84,9.4,14.4,0.172,110,1,0,4,95.61
69,9.0,7.1,0.008,137,3,0,0,57.2
76,7.8,14.8,0.452,68,1,0,0,68.08
71,7.9,5.8,0.162,27,2,1,3,48.65
71,6.8,4.6,0.056,260,1,0,4,101.72
80,8.0,8.4,0.118,179,4,0,0,43.78
65,9.8,7.1,0.309,48,4,0,5,67.14
79,9.6,36.1,0.143,57,2,0,5,157.62
50,11.1,46.3,0.399,89,3,0,4,188.94
82,7.3,4.7,0.187,222,6,1,7,5.35
69,7.0,0.8,0.137,403,5,0,3,61.19
